comment,tokens
یہ ہے وہ جگہ جہاں رہائی کا فیصلہ ہوا,"['یہ', 'ہے', 'وہ', 'جگہ', 'جہاں', 'رہائی', 'کا', 'فیصلہ', 'ہوا']"
آخر ٹی وی ڈراموں میں ایک لوئر مڈل کلاس یا غریب گھر کی لڑکی کو ہر وقت بال کھولے کیوں دکھایا جاتا ہے سر پہ ڈوپٹہ ہوتا بھی ہے تو انتہائ باریک اور آدھے سر پر سے بار بار سرکتا جاتا ہے آپ نے کہاں غریب گھر کی لڑکیوں کو یوں فل میک اپ کئے بال جھلاتے پھرتے دیکھا ہے,"['آخر', 'ٹی', 'وی', 'ڈراموں', 'میں', 'ایک', 'لوئر', 'مڈل', 'کلاس', 'یا', 'غریب', 'گھر', 'کی', 'لڑکی', 'کو', 'ہر', 'وقت', 'بال', 'کھولے', 'کیوں', 'دکھایا', 'جاتا', 'ہے', 'سر', 'پہ', 'ڈوپٹہ', 'ہوتا', 'بھی', 'ہے', 'تو', 'انتہائ', 'باریک', 'اور', 'آدھے', 'سر', 'پر', 'سے', 'بار', 'بار', 'سرکتا', 'جاتا', 'ہے', 'آپ', 'نے', 'کہاں', 'غریب', 'گھر', 'کی', 'لڑکیوں', 'کو', 'یوں', 'فل', 'میک', 'اپ', 'کئے', 'بال', 'جھلاتے', 'پھرتے', 'دیکھا', 'ہے']"
اس قوم کو عقل آ تے آتے ہی آ ے گی احساس زمہ داری بھی کوئی چیز ہوتی ہے,"['اس', 'قوم', 'کو', 'عقل', 'آ', 'تے', 'آتے', 'ہی', 'آ', 'ے', 'گی', 'احساس', 'زمہ', 'داری', 'بھی', 'کوئی', 'چیز', 'ہوتی', 'ہے']"
ماشااللہ,['ماشااللہ']
ماشااللہ,['ماشااللہ']
میں اپنی تصویریں بھی ڈی ایم کر دوں,"['میں', 'اپنی', 'تصویریں', 'بھی', 'ڈی', 'ایم', 'کر', 'دوں']"
یہ عورت ہے کہ کھسرا ہے,"['یہ', 'عورت', 'ہے', 'کہ', 'کھسرا', 'ہے']"
تعریف لڑکی کی کروں کہ کی,"['تعریف', 'لڑکی', 'کی', 'کروں', 'کہ', 'کی']"
ماشااللہ,['ماشااللہ']
ڈھکی ہوئی چیز ویسے اچھی لگتی ہے,"['ڈھکی', 'ہوئی', 'چیز', 'وی', 'سے', 'اچھی', 'لگتی', 'ہے']"
ماشاءاللہ,['ماشاءاللہ']
ماشاءاللہ,['ماشاءاللہ']
جون ایک مجلس میں شریک تھے وہاں ایک شخص دھاڑیں مار کے رو رہا تھا جون نے کہا بھائی غم تو ہمیں بھی بہت یے مگر اداکاری تمہاری زیادہ اچھی ہے,"['جون', 'ایک', 'مجلس', 'میں', 'شریک', 'تھے', 'وہاں', 'ایک', 'شخص', 'دھاڑیں', 'مار', 'کے', 'رو', 'رہا', 'تھا', 'جون', 'نے', 'کہا', 'بھائی', 'غم', 'تو', 'ہمیں', 'بھی', 'بہت', 'یے', 'مگر', 'اداکاری', 'تمہاری', 'زیادہ', 'اچھی', 'ہے']"
مرنے والے کا تماشہ بنایا ہوا ہے,"['مر', 'نے', 'والے', 'کا', 'تماشہ', 'بنایا', 'ہوا', 'ہے']"
عقل سے عاری انسان حیوان سے بدتر اور یہی حیوان آج ملکہ سسلیئن مافیا کو عظیم ترین خاتون کے طور پر منوانے کے لئے دین کو بھی استعمال کرنے سے باز نہیں آرہا دل کو تسلی ہے کہ رب کا وعدہ ہے\nرسی دراز پر ظلم کی پکڑ سخت اور یقینی ہے الحمداللہ\nوقت کے فرعونوں کا جنازہ ہے ذرا دھوم سے نکلے,"['عقل', 'سے', 'عاری', 'انسان', 'حیوان', 'سے', 'بد', 'تر', 'اور', 'ی', 'ہی', 'حیوان', 'آج', 'ملکہ', 'سسلیئن', 'مافیا', 'کو', 'عظیم', 'ترین', 'خاتون', 'کے', 'طور', 'پر', 'منوا', 'نے', 'کے', 'لئے', 'دین', 'کو', 'بھی', 'استعمال', 'کر', 'نے', 'سے', 'باز', 'نہیں', 'آرہا', 'دل', 'کو', 'تسلی', 'ہے', 'کہ', 'رب', 'کا', 'وعدہ', 'ہے', 'رسی', 'دراز', 'پر', 'ظلم', 'کی', 'پکڑ', 'سخت', 'اور', 'یقینی', 'ہے', 'الحمداللہ', 'وقت', 'کے', 'فرعونوں', 'کا', 'جنازہ', 'ہے', 'ذرا', 'دھوم', 'سے', 'نکلے']"
ڈرامہ کوئیں,"['ڈرامہ', 'کوئیں']"
کوئی ماں کوئی بھائی کوئی باپ نہیں ہوتا سب پیسہ ہوتا ہے یہ بات ن لیگ نے ثابت کی ہے,"['کوئی', 'ماں', 'کوئی', 'بھائی', 'کوئی', 'باپ', 'نہیں', 'ہوتا', 'سب', 'پیسہ', 'ہوتا', 'ہے', 'یہ', 'بات', 'ن', 'لیگ', 'نے', 'ثابت', 'کی', 'ہے']"
ماسٹر آف ایموشنل سائنس مریم نواز ایک بار پھر فارم میں,"['ماسٹر', 'آف', 'ایموشنل', 'سائنس', 'مریم', 'نواز', 'ایک', 'بار', 'پھر', 'فارم', 'میں']"
جسے ہاتھ ہلا ہلا کر کہتے تھے اوئے تمھارے کہنے پر نواز استعفی دے گا\nاج اسی کو رہائی کی درخواست بھجوانی پڑی\nاسی کی اجازت لے کر رہا ہوئے\nعبرت ہے انسان کے لئے,"['ج', 'سے', 'ہاتھ', 'ہلا', 'ہلا', 'کر', 'کہتے', 'تھے', 'اوئے', 'تمھارے', 'کہ', 'نے', 'پر', 'نواز', 'استعفی', 'دے', 'گا', 'اج', 'اسی', 'کو', 'رہائی', 'کی', 'درخواست', 'بھجوانی', 'پڑی', 'اسی', 'کی', 'اجازت', 'لے', 'کر', 'رہا', 'ہوئے', 'عبرت', 'ہے', 'انسان', 'کے', 'لئے']"
ایسی آنٹی بندے کی چیخیں نکلوا دیتی ہے کیونکہ یہ اک بندے والا کام ہی نہیں,"['ایسی', 'آنٹی', 'بندے', 'کی', 'چیخیں', 'نکلوا', 'دیتی', 'ہے', 'کیونکہ', 'یہ', 'اک', 'بندے', 'والا', 'کام', 'ہی', 'نہیں']"
ماشاء اللہ اللہ تعالی اس بچے کی عمر لمبی کرے اس کو نیک ایماندار اور محب وطن بناے اور اس کو اسلام کے مطابق زندگی کی رہنمائی فرماے\nاللھم آمین یارب العالمین,"['ماشاء', 'اللہ', 'اللہ', 'تعالی', 'اس', 'بچے', 'کی', 'عمر', 'لمبی', 'کرے', 'اس', 'کو', 'نیک', 'ایماندار', 'اور', 'محب', 'وطن', 'بناے', 'اور', 'اس', 'کو', 'اسلام', 'کے', 'مطابق', 'زندگی', 'کی', 'رہنمائی', 'فرماے', 'اللھم', 'آمین', 'یارب', 'العالمین']"
ماشااللہ بہت خوب جناب,"['ماشااللہ', 'بہت', 'خوب', 'جناب']"
بلکل شادی کے بعد خان سے وفا کی اور ادہر پنکی نے شادی کے بعد مانیکا سے وفا اس پر تو فلم بننی چاہئے,"['بلکل', 'شادی', 'کے', 'بعد', 'خان', 'سے', 'وفا', 'کی', 'اور', 'ادہر', 'پنکی', 'نے', 'شادی', 'کے', 'بعد', 'مانیکا', 'سے', 'وفا', 'اس', 'پر', 'تو', 'فلم', 'بننی', 'چاہئے']"
خان صاحب کے چاہنے والوں میں ریشم سر فہرست ھے,"['خان', 'صاحب', 'کے', 'چاہ', 'نے', 'والوں', 'میں', 'ریشم', 'سر', 'فہرست', 'ھے']"
کوشش کرنا کسی مومن ائیر فورس پائلٹ طیار سےملکر کچھ راز پتہ کرنا شہہپرء طیاری کے تو سمجھ جاوگےحضرت جعفر طیار رضی اللہ کا کونسا عمل تھا کہ وہ طیار بنے اور پھر دنیا میں طیارے بنے کرگس کا جہاں اور ہے شاہین کا جہاں اور بنام عشق رسول حرمت رسول اللہ صلی اللہ علیہ وسلم پروازہےجنوں,"['کوشش', 'کرنا', 'کسی', 'مومن', 'ائیر', 'فورس', 'پائلٹ', 'طیار', 'سےملکر', 'کچھ', 'راز', 'پتہ', 'کرنا', 'شہہپرء', 'طیاری', 'کے', 'تو', 'سمجھ', 'جاوگےحضرت', 'جعفر', 'طیار', 'رضی', 'اللہ', 'کا', 'کونسا', 'عمل', 'تھا', 'کہ', 'وہ', 'طیار', 'ب', 'نے', 'اور', 'پھر', 'دنیا', 'میں', 'طیارے', 'ب', 'نے', 'کرگس', 'کا', 'جہاں', 'اور', 'ہے', 'شاہین', 'کا', 'جہاں', 'اور', 'بنام', 'عشق', 'رسول', 'حرمت', 'رسول', 'اللہ', 'صلی', 'اللہ', 'علیہ', 'وسلم', 'پروازہےجنوں']"
شہر زات,"['شہر', 'زات']"
رباب ہاشم,"['رباب', 'ہاشم']"
شہزادہ ماشاءاللہ,"['شہزادہ', 'ماشاءاللہ']"
منہ دھلا کر میک اپ اتروا کر تیز لائٹ بند کر کے نارمل فوٹو لیں تو پھر معلوم ہو گا کہ کی پیکنگ میں فلٹر کے سگریٹ ہیں یا اندر باہر سے ہی ہے,"['منہ', 'دھلا', 'کر', 'میک', 'اپ', 'اتروا', 'کر', 'تیز', 'لا', 'ئٹ', 'بند', 'کر', 'کے', 'نا', 'رمل', 'فوٹو', 'لیں', 'تو', 'پھر', 'معلوم', 'ہو', 'گا', 'کہ', 'کی', 'پیکنگ', 'میں', 'فلٹر', 'کے', 'سگریٹ', 'ہیں', 'یا', 'اندر', 'باہر', 'سے', 'ہی', 'ہے']"
خوبصورت پاکستان اور اس کے خوبصورت لوگ ماشاءاللہ,"['خوبصورت', 'پاکستان', 'اور', 'اس', 'کے', 'خوبصورت', 'لوگ', 'ماشاءاللہ']"
ہمیں انتظار ہے کب پورا ہوگا اور مے ڈونلوڈ کار کے دیکھونگا,"['ہمیں', 'انتظار', 'ہے', 'کب', 'پورا', 'ہوگا', 'اور', 'مے', 'ڈونلوڈ', 'کار', 'کے', 'دیکھونگا']"
ساڈے نالو تے اے بابا چنگا رہ گیا اے,"['ساڈے', 'نا', 'لو', 'تے', 'اے', 'بابا', 'چنگا', 'رہ', 'گیا', 'اے']"
اگر آپ اپنے پروگرام میں بھی پہن کر آئیں تو پھر تو اور اچھا لگے گا,"['اگر', 'آپ', 'اپ', 'نے', 'پروگرام', 'میں', 'بھی', 'پہن', 'کر', 'آئیں', 'تو', 'پھر', 'تو', 'اور', 'اچھا', 'لگے', 'گا']"
اس میں مسئلہ کیا ھے,"['اس', 'میں', 'مسئلہ', 'کیا', 'ھے']"
ماشاءاللہ ماشاءاللہ اللہ آپ کو سلامت رکھے اور آپ کے والد محترم کو بخشش عطا فرمائے,"['ماشاءاللہ', 'ماشاءاللہ', 'اللہ', 'آپ', 'کو', 'سلامت', 'رکھے', 'اور', 'آپ', 'کے', 'والد', 'محترم', 'کو', 'بخشش', 'عطا', 'فرمائے']"
کونسی نئی بات ھے آخر ہم سب یہی کرتے ھیں پاکستانی جو ٹھرے,"['کونسی', 'نئی', 'بات', 'ھے', 'آخر', 'ہم', 'سب', 'ی', 'ہی', 'کرتے', 'ھیں', 'پاکستانی', 'جو', 'ٹھرے']"
لوکو میں کتھے چلا جاواں,"['لو', 'کو', 'میں', 'کتھے', 'چلا', 'جاواں']"
حسین ترین شہزادی,"['حسین', 'ترین', 'شہزادی']"
نی ماں صدقے جائے نی,"['نی', 'ماں', 'صدقے', 'جائے', 'نی']"
مشرقی لڑکی,"['مشرقی', 'لڑکی']"
او ہو یہ تو غلط ہو گیا سنسنی کے چکر میں خبر کی ہی واٹ لگ گئی,"['او', 'ہو', 'یہ', 'تو', 'غلط', 'ہو', 'گیا', 'سنسنی', 'کے', 'چکر', 'میں', 'خبر', 'کی', 'ہی', 'واٹ', 'لگ', 'گئی']"
سادی خاموش ح سین لڑکی دیسی گرل,"['سادی', 'خاموش', 'ح', 'سین', 'لڑکی', 'دیسی', 'گرل']"
پاکستان کے تمام شیروں کو اسلام,"['پاکستان', 'کے', 'تمام', 'شیروں', 'کو', 'اسلام']"
لنگور کے منہ میں,"['لنگور', 'کے', 'منہ', 'میں']"
ماشاء اللہ,"['ماشاء', 'اللہ']"
ماشاءاللہ اللہ سلامت رکھے آمین,"['ماشاءاللہ', 'اللہ', 'سلامت', 'رکھے', 'آمین']"
شوباز کےباد سوچا تھا کے شو بازی ختم لیکن ابھی نہیں ہوئی ابھی جاہل زندہ ہیں,"['شوباز', 'کےباد', 'سوچا', 'تھا', 'کے', 'شو', 'بازی', 'ختم', 'لیکن', 'ا', 'بھی', 'نہیں', 'ہوئی', 'ا', 'بھی', 'جاہل', 'زندہ', 'ہیں']"
جانور نہیں م سکراتا انسان م سکراتا ہے,"['جانور', 'نہیں', 'م', 'سکراتا', 'انسان', 'م', 'سکراتا', 'ہے']"
اتنی خاص نہیں ہے,"['اتنی', 'خاص', 'نہیں', 'ہے']"
توبہ بیچاری,"['توبہ', 'بیچاری']"
ایڈے سونے وی نئیں فیر وی پتہ نئیں مینوں کیوں برا پیارے لگدے او,"['ایڈے', 'سو', 'نے', 'وی', 'نئیں', 'فیر', 'وی', 'پتہ', 'نئیں', 'مینوں', 'کیوں', 'برا', 'پیارے', 'لگدے', 'او']"
اچھا ہے,"['اچھا', 'ہے']"
کیا ضرورت ھے معافی مانگنے کی میں خؤد سندھی ھوں یہ ایسے ھی ھیں وڈیروں کے غلام ابن غلام,"['کیا', 'ضرورت', 'ھے', 'معافی', 'مانگ', 'نے', 'کی', 'میں', 'خؤد', 'سندھی', 'ھوں', 'یہ', 'ای', 'سے', 'ھی', 'ھیں', 'وڈیروں', 'کے', 'غلام', 'ابن', 'غلام']"
یہ بندر کی پچھلی سائڈ والی تصویروں کا کس نے رواج ڈالا تھا,"['یہ', 'بندر', 'کی', 'پچھلی', 'سائڈ', 'والی', 'تصویروں', 'کا', 'کس', 'نے', 'رواج', 'ڈالا', 'تھا']"
ماشااللہ,['ماشااللہ']
ماشااللہ مولا سلامت رکہی,"['ماشااللہ', 'مولا', 'سلامت', 'رک', 'ہی']"
ماشااللہ زبردست,"['ماشااللہ', 'زبردست']"
ماشااللہ عید مبارک ہو,"['ماشااللہ', 'عید', 'مبارک', 'ہو']"
خیر مبارک ہو,"['خیر', 'مبارک', 'ہو']"
ماشااللہ,['ماشااللہ']
صاف چھپتے بھی نہیں سامنے آتے بھی نہیں,"['صاف', 'چھپتے', 'بھی', 'نہیں', 'سام', 'نے', 'آتے', 'بھی', 'نہیں']"
پلیز مائیینڈ نہ کرئے گا لگتا ہے محترمہ شمیز پہن کر کرتہ پہننا بھول کر آگئی ہیں,"['پلیز', 'مائیینڈ', 'نہ', 'کرئے', 'گا', 'لگتا', 'ہے', 'محترمہ', 'شمیز', 'پہن', 'کر', 'کرتہ', 'پہننا', 'بھول', 'کر', 'آگئی', 'ہیں']"
ووٹ چوروزیراعظم کہتا تھا دو ملازمین رکھوں گا یہ تو چار ہیں,"['ووٹ', 'چوروزیراعظم', 'کہتا', 'تھا', 'دو', 'ملازمین', 'رکھوں', 'گا', 'یہ', 'تو', 'چار', 'ہیں']"
کیا آپ کا تعلق بھی شوبز سے ہے,"['کیا', 'آپ', 'کا', 'تعلق', 'بھی', 'شوبز', 'سے', 'ہے']"
اللہ مجھے صبر جمیل عطا فرمائے,"['اللہ', 'مجھے', 'صبر', 'جمیل', 'عطا', 'فرمائے']"
یہ ممنون بهائی کتنی تک پڑها ہے لکهائی زیر غور,"['یہ', 'ممنون', 'بهائی', 'کتنی', 'تک', 'پڑها', 'ہے', 'لکهائی', 'زیر', 'غور']"
اللہ تعالی آپ کے حسن کو ہمیشہ برقرار رکھے,"['اللہ', 'تعالی', 'آپ', 'کے', 'حسن', 'کو', 'ہمیشہ', 'برقرار', 'رکھے']"
ت ع ز م ن ت ش اء و ت ذ ل م ن ت ش اء جب الل ہ کسی کو مرتبہ مقام اور عزت دینے پر آتا ہے تو انسان کی قائم کردہ حدود اور وسائل کا محتاج نہیں ہوتا,"['ت', 'ع', 'ز', 'م', 'ن', 'ت', 'ش', 'اء', 'و', 'ت', 'ذ', 'ل', 'م', 'ن', 'ت', 'ش', 'اء', 'جب', 'الل', 'ہ', 'کسی', 'کو', 'مرتبہ', 'مقام', 'اور', 'عزت', 'دی', 'نے', 'پر', 'آتا', 'ہے', 'تو', 'انسان', 'کی', 'قائم', 'کردہ', 'حدود', 'اور', 'وسائل', 'کا', 'محتاج', 'نہیں', 'ہوتا']"
آج کل ٹھرکیوں کے لیے نیوز چینل پہ بھی کافی مواد ہے,"['آج', 'کل', 'ٹھرکیوں', 'کے', 'لیے', 'نیوز', 'چینل', 'پہ', 'بھی', 'کافی', 'مواد', 'ہے']"
ماڈل یا اینکر,"['ماڈل', 'یا', 'اینکر']"
میڈم یو اے ای میں شو نہیں ہیں کیا تو ہم یونہی پلان پہ پلان بنا رہے ہیں کہ پہلے دونوں شو بغیر تعطل کے دیکھیں گے یو اے ای کا وینیو بھی بتائیں پلیز,"['میڈم', 'یو', 'اے', 'ای', 'میں', 'شو', 'نہیں', 'ہیں', 'کیا', 'تو', 'ہم', 'یون', 'ہی', 'پلان', 'پہ', 'پلان', 'بنا', 'رہے', 'ہیں', 'کہ', 'پہلے', 'دونوں', 'شو', 'بغیر', 'تعطل', 'کے', 'دیکھیں', 'گے', 'یو', 'اے', 'ای', 'کا', 'وینیو', 'بھی', 'بتائیں', 'پلیز']"
شہرت اور عزت میں فرق ہوتا ہے,"['شہرت', 'اور', 'عزت', 'میں', 'فرق', 'ہوتا', 'ہے']"
شہزادی ہے آپ کی طرح,"['شہزادی', 'ہے', 'آپ', 'کی', 'طرح']"
منہ میاں مٹھو,"['منہ', 'میاں', 'مٹھو']"
بے وقوف عورت,"['بے', 'وقوف', 'عورت']"
معصوم سی نازیہ حسن الله پاک مغفرت فرمائے آمین,"['معصوم', 'سی', 'نا', 'زیہ', 'حسن', 'الله', 'پاک', 'مغفرت', 'فرمائے', 'آمین']"
اوپر سند دیکھ دہی ہو\nسند,"['اوپر', 'سند', 'دیکھ', 'د', 'ہی', 'ہو', 'سند']"
کچھ بھی نہیں ہے آگے تمھارے,"['کچھ', 'بھی', 'نہیں', 'ہے', 'آگے', 'تمھارے']"
اللہ تعالی آپ کو نزر بد سے بچائے آمین,"['اللہ', 'تعالی', 'آپ', 'کو', 'نزر', 'بد', 'سے', 'بچائے', 'آمین']"
شہزادہ,['شہزادہ']
ماشاء اللہ بہت خوب صورت اللہ شاد رکھے,"['ماشاء', 'اللہ', 'بہت', 'خوب', 'صورت', 'اللہ', 'شاد', 'رکھے']"
ماشاء اللہ,"['ماشاء', 'اللہ']"
لگتا ہے کوئی گداگر بیٹھی ہوئی ہے,"['لگتا', 'ہے', 'کوئی', 'گداگر', 'بیٹھی', 'ہوئی', 'ہے']"
ٹیلنٹ ٹکے کا نہیں ہے وائیٹنگ ٹریٹمنٹ کروا کر ہیرو بن گئے ہیں مہوش ہمیشہ کی طرح واہیات,"['ٹیلنٹ', 'ٹکے', 'کا', 'نہیں', 'ہے', 'وائیٹنگ', 'ٹریٹمنٹ', 'کروا', 'کر', 'ہیرو', 'بن', 'گئے', 'ہیں', 'مہوش', 'ہمیشہ', 'کی', 'طرح', 'واہیات']"
کتنے بدصورت بد شکل بچے ہیں چوڑے جمعدار کی اولاد لگ رہے ہیں,"['کت', 'نے', 'بد', 'صورت', 'بد', 'شکل', 'بچے', 'ہیں', 'چوڑے', 'جمعدار', 'کی', 'اولاد', 'لگ', 'رہے', 'ہیں']"
یہ گری وی کون ہے,"['یہ', 'گری', 'وی', 'کون', 'ہے']"
بہت بہت مبارک ہو علی ترین صاحب اگر موقع ملا تو ہم بھی شرکت کریں گے شادی میں,"['بہت', 'بہت', 'مبارک', 'ہو', 'علی', 'ترین', 'صاحب', 'اگر', 'موقع', 'ملا', 'تو', 'ہم', 'بھی', 'شرکت', 'کریں', 'گے', 'شادی', 'میں']"
